fund_symbol,price_year,avg_open,avg_high,avg_low,avg_close,avg_adj_close,avg_transaction_price,avg_transaction_volume,avg_transaction_value,yearly_risk,yearly_loss
ACES,2019,29.31797619047619,29.46623015873016,29.10797619047619,29.230595238095237,28.49293650793651,28.49293650793651,14071.825396825398,405831.4880952381,0.009306980585900442,-0.03678606001936102
ACES,2020,46.27660079051383,46.794584980237154,45.47675889328064,46.12877470355731,45.71905138339921,45.71905138339921,67196.83794466403,3429723.509881423,0.029388395072828907,-0.13392043729122383
ACIO,2019,24.93598360655738,24.990245901639344,24.881311475409834,24.932459016393445,24.34918032786885,24.34918032786885,35070.49180327869,858206.7213114754,0.004944024104009045,-0.015834348355663885
ACIO,2020,25.611699604743084,25.746363636363636,25.48889328063241,25.624308300395256,25.345296442687747,25.345296442687747,26217.391304347828,666333.90513834,0.00992664512896198,-0.06372344856309875
ACSI,2016,26.79078947368421,26.842894736842105,26.629210526315788,26.701315789473682,25.302105263157895,25.302105263157895,12621.052631578947,314886.7894736842,0.0059693415754411595,-0.010568513119533662
ACSI,2017,28.771075697211156,28.812589641434265,28.718286852589642,28.769362549800796,27.30964143426295,27.30964143426295,5689.243027888446,154971.0,0.004507236462889966,-0.0136705399863295
ACSI,2018,32.097091633466135,32.178486055776894,31.99613545816733,32.07685258964143,30.813585657370517,30.813585657370517,2866.932270916335,87701.03585657371,0.00906869908461424,-0.04051507537688437
ACSI,2019,33.367182539682545,33.457103174603176,33.28055555555556,33.37920634920635,32.57809523809524,32.57809523809524,2262.3015873015875,73892.24603174604,0.007512409180682753,-0.029341317365269348
ACSI,2020,35.656837944664034,35.77545454545455,35.55620553359684,35.6698418972332,35.38707509881423,35.38707509881423,1376.6798418972332,44097.85770750988,0.020202783526144928,-0.1012439530062198
ACTV,2020,28.819347826086958,29.009565217391305,28.68934782608696,28.84478260869565,28.818695652173915,28.818695652173915,67702.17391304347,1727023.9782608696,0.014608047436844617,-0.026688232915487275
ACVF,2020,26.844545454545457,26.897045454545456,26.687045454545455,26.764772727272728,26.616590909090913,26.616590909090913,3286.3636363636365,87625.63636363637,0.00789941533943518,-0.011588785046728889
ACWF,2015,23.99431952662722,24.02715976331361,23.96621301775148,23.987869822485205,21.33,21.33,1565.680473372781,33513.98816568047,0.01131171658955962,-0.0642683912691997
ACWF,2016,23.187579365079362,23.207460317460317,23.162857142857142,23.181984126984126,20.841150793650794,20.841150793650794,978.968253968254,19785.440476190477,0.010478489332383342,-0.04697674418604658
ACWF,2017,27.585418326693226,27.633266932270917,27.511195219123508,27.553187250996018,25.259243027888445,25.259243027888445,5414.342629482072,134755.87250996017,0.005849590365714918,-0.02186645841468171
ACWF,2018,30.31223107569721,30.439203187250996,30.14581673306773,30.27741035856574,28.28011952191235,28.28011952191235,37635.059760956174,1012613.079681275,0.010097640094474903,-0.03183885640025996
ACWF,2019,29.06670634920635,29.15654761904762,28.98230158730159,29.0756746031746,27.764087301587303,27.764087301587303,29471.825396825396,786057.4246031746,0.007945631334126214,-0.029067706487061362
ACWF,2020,29.20525691699605,29.364268774703557,29.046086956521737,29.200000000000003,28.567114624505926,28.567114624505926,19474.308300395256,539310.8181818182,0.019955266812184305,-0.10606669345118525
ACWI,2008,43.739329896907215,44.242680412371136,43.040876288659796,43.53201030927835,33.590257731958765,33.590257731958765,139246.39175257733,3923451.3659793814,0.02881797510186822,-0.09534555712270809
ACWI,2009,35.47103174603175,35.765952380952385,35.11150793650794,35.462896825396825,27.499126984126985,27.499126984126985,253121.42857142858,7020503.603174604,0.018787701723400833,-0.06704469646430955
ACWI,2010,42.503253968253965,42.73166666666666,42.15730158730158,42.47519841269841,33.430079365079365,33.430079365079365,330186.1111111111,11051977.51984127,0.01329188881204824,-0.040867181659606344
ACWI,2011,45.59742063492063,45.87460317460317,45.2122619047619,45.56892857142857,36.58380952380953,36.58380952380953,602818.6507936508,21710667.206349205,0.016475662975624895,-0.06915629322268324
ACWI,2012,45.540839999999996,45.74212,45.30604,45.547839999999994,37.468239999999994,37.468239999999994,734332.8,27589367.852,0.009400821697899473,-0.03887005649717512
ACWI,2013,52.586507936507935,52.77261904761905,52.373373015873014,52.6002380952381,44.27753968253968,44.27753968253968,1115667.0634920634,49671585.21825397,0.007394812824875149,-0.03011462988148428
ACWI,2014,58.78968253968254,58.99126984126984,58.545992063492065,58.78801587301587,50.565198412698415,50.565198412698415,1284837.6984126985,64711189.77380952,0.007117246955906164,-0.0237467018469657
ACWI,2015,58.957182539682535,59.222142857142856,58.66488095238095,58.95746031746032,51.79234126984127,51.79234126984127,1878916.6666666667,95867486.0515873,0.009879315619083872,-0.037796976241900704
ACWI,2016,56.62384920634921,56.87293650793651,56.375079365079365,56.658253968253966,51.06706349206349,51.06706349206349,2059911.111111111,104159964.11904761,0.009494924246424093,-0.05384213277574501
ACWI,2017,66.20187250996015,66.35119521912351,66.04334661354582,66.22346613545817,60.978007968127486,60.978007968127486,1751828.2868525896,106546549.56175299,0.004417234122928968,-0.01875187518751875
ACWI,2018,72.02645418326694,72.35713147410358,71.61697211155379,71.98808764940239,67.6204780876494,67.6204780876494,3143275.697211155,208203334.7808765,0.009845347327504124,-0.039736877433212414
ACWI,2019,73.06031746031746,73.31853174603175,72.79130952380952,73.09150793650794,70.20626984126984,70.20626984126984,2813999.206349206,194589997.4047619,0.0074675383829292665,-0.029513170597158966
ACWI,2020,77.14865612648222,77.67197628458497,76.58909090909091,77.16715415019763,75.79612648221344,75.79612648221344,4028349.0118577075,295624502.37549406,0.02020596803057413,-0.1121524523586378
ACWV,2011,50.407,50.57640000000001,50.312799999999996,50.4116,40.5516,40.5516,3198.0,129620.9,0.012433479156750554,-0.03360528360528359
ACWV,2012,54.72128,54.861959999999996,54.48072,54.63944,44.28856,44.28856,32050.8,1424471.46,0.005926109701853496,-0.019856278366112035
ACWV,2013,61.47972222222222,61.66146825396826,61.24492063492063,61.46797619047619,50.98273809523809,50.98273809523809,72156.3492063492,3657292.5555555555,0.006006877238556814,-0.02671063478977742
ACWV,2014,66.04460317460318,66.26095238095238,65.82162698412698,66.05829365079364,56.219682539682545,56.219682539682545,75975.79365079365,4316348.23015873,0.005160912162278758,-0.017839607201309393
ACWV,2015,70.55075396825397,70.81301587301587,70.2148015873016,70.53539682539682,61.34496031746032,61.34496031746032,202434.92063492062,12386237.623015873,0.007794665290697006,-0.0410758661014472
ACWV,2016,73.40742063492064,73.64246031746032,73.14103174603174,73.42031746031745,65.34484126984128,65.34484126984128,255723.4126984127,16666468.984126983,0.006676761971925036,-0.02395521416482238
ACWV,2017,79.4975298804781,79.64840637450199,79.35115537848606,79.53195219123506,72.59673306772908,72.59673306772908,224579.2828685259,16245110.366533864,0.0032992322151005333,-0.015044663845792172
